
> funcqc@0.1.0 dev
> tsx src/cli.ts list --limit 898

ID       Name                            CC LOC File                                     Location
-------- ------------------------------- -- --- ---------------------------------------- --------
d1146166 getANNIndexTableSQL              1  17 src/storage/pglite-adapter.ts            1664-1680
85d792b1 getNamingEvaluationsTableSQL     1  20 src/storage/pglite-adapter.ts            1682-1701
519b9a08 getTriggersSQL                   1  19 src/storage/pglite-adapter.ts            1703-1722
53c6e9c5 createIndexes                    2   3 src/storage/pglite-adapter.ts            1724-1777
98d2dc47 generateSnapshotId               1   3 src/storage/pglite-adapter.ts            1779-1781
035eb317 createSnapshotRecord             1  25 src/storage/pglite-adapter.ts            1783-1809
63f98066 saveFunctions                    1   1 src/storage/pglite-adapter.ts            1814-1862
bc416f30 saveFunctionsBatch              16  53 src/storage/pglite-adapter.ts            1867-1926
f1ff7043 getFunctionParameters            1   7 src/storage/pglite-adapter.ts            1928-1934
60848448 mapRowToSnapshotInfo             1  14 src/storage/pglite-adapter.ts            1936-1949
fbb28132 mapRowToFunctionInfo             1   6 src/storage/pglite-adapter.ts            1951-1956
4c5ee2c6 createBaseFunctionInfo           1  30 src/storage/pglite-adapter.ts            1958-1991
8ef4e4ec mapParameters                    3  10 src/storage/pglite-adapter.ts            1993-2004
300d18e2 addOptionalProperties            1   1 src/storage/pglite-adapter.ts            2006-2011
c4a54d9e addMetricsIfAvailable            1   1 src/storage/pglite-adapter.ts            2013-2033
9243d273 getOptionalMetrics               1   7 src/storage/pglite-adapter.ts            2035-2041
4c8acb00 calculateSnapshotMetadata        1   1 src/storage/pglite-adapter.ts            2043-2084
f0fc02fc getGitCommit                     1   1 src/storage/pglite-adapter.ts            2087-2096
dd723d2c getGitBranch                     1   1 src/storage/pglite-adapter.ts            2098-2107
0ff146d0 getGitTag                        1   1 src/storage/pglite-adapter.ts            2109-2119
22acc19b saveNamingEvaluation             2   3 src/storage/pglite-adapter.ts            2125-2163
1380aec3 getNamingEvaluation              1   1 src/storage/pglite-adapter.ts            2165-2211
d5b2edf8 getFunctionsNeedingEvaluation    1   5 src/storage/pglite-adapter.ts            2213-2252
0636732a getFunctionsWithEvaluations      6  34 src/storage/pglite-adapter.ts            2254-2320
1011407c updateEvaluationRevisionStatus   2   3 src/storage/pglite-adapter.ts            2322-2331
094840b5 batchSaveEvaluations             2   3 src/storage/pglite-adapter.ts            2333-2394
6389a83f getEvaluationStatistics          2   3 src/storage/pglite-adapter.ts            2396-2457
68e3f0c5 safeJsonParse                    1  10 src/storage/pglite-adapter.ts            2462-2469
bd8999bf isStringArray                    2   3 src/types/common.ts                      162-164
48c78816 isRecord                         3   3 src/types/common.ts                      166-168
e00b35e5 isConfigValue                    7   6 src/types/common.ts                      170-175
c670ff31 confirm                          7  24 src/use-cases/confirmation-handler.ts    25-62
d6555871 createVectorizeConfirmationM...  1  17 src/use-cases/confirmation-handler.ts    67-85
a623ec7e estimateEmbeddingCost            1  16 src/use-cases/confirmation-handler.ts    90-106
3286f134 constructor                      1   1 src/use-cases/output-formatter.ts        20-20
7553bd54 format                           1   9 src/use-cases/output-formatter.ts        25-31
adabbbe9 formatJSON                       1  13 src/use-cases/output-formatter.ts        36-48
8693d2c0 formatConsole                    1  21 src/use-cases/output-formatter.ts        53-72
4bdaabe6 formatVectorizeResult            1   3 src/use-cases/output-formatter.ts        77-108
9a59e2bf formatStatusResult               1   3 src/use-cases/output-formatter.ts        113-149
97418292 formatIndexResult                1  15 src/use-cases/output-formatter.ts        154-168
d8b53a75 formatBenchmarkResult            1  14 src/use-cases/output-formatter.ts        173-185
56316ba5 formatIndexStatsResult           1  15 src/use-cases/output-formatter.ts        190-204
6663e84c formatErrors                     1   3 src/use-cases/output-formatter.ts        209-220
8e725acb colorize                         1  16 src/use-cases/output-formatter.ts        225-239
98e7b42d formatBytes                      1   9 src/use-cases/output-formatter.ts        244-252
b671ca05 validate                         1   2 src/use-cases/vectorize-options.ts       97-113
583f7cde parseIndexConfig                 1  25 src/use-cases/vectorize-options.ts       118-144
1e567725 requiresApiKey                   1   5 src/use-cases/vectorize-options.ts       149-151
b1f16ed9 isDangerousOperation             1   5 src/use-cases/vectorize-options.ts       156-158
fb727b0d getOperationDescription          1  17 src/use-cases/vectorize-options.ts       163-177
f87273fb constructor                      1   3 src/use-cases/vectorize-use-case.ts      71-73
fceb5e80 execute                          1   1 src/use-cases/vectorize-use-case.ts      78-114
00a657b4 vectorizeFunctions               1   6 src/use-cases/vectorize-use-case.ts      119-172
6c02f52e getStatus                        1  22 src/use-cases/vectorize-use-case.ts      177-202
6bd1b0ac rebuildIndex                     1   1 src/use-cases/vectorize-use-case.ts      207-214
ee1853d0 benchmarkIndex                   1   1 src/use-cases/vectorize-use-case.ts      219-226
c4b39bff getIndexStats                    1   5 src/use-cases/vectorize-use-case.ts      231-234
07b1c704 getFunctionsToVectorize          1   1 src/use-cases/vectorize-use-case.ts      239-256
a2e8beaa getModelDimension                1  10 src/use-cases/vectorize-use-case.ts      261-268
dd7d69c6 getOperationType                 1   9 src/use-cases/vectorize-use-case.ts      273-279
eeaa2bed getEmptyDataForOperation         1  47 src/use-cases/vectorize-use-case.ts      284-333
70d7f6c6 batchArray                       1  12 src/utils/batch-processor.ts             12-22
a6d9b77a processFunctionsBatch            1   4 src/utils/batch-processor.ts             27-41
c56e8265 processWithProgress              1   1 src/utils/batch-processor.ts             46-67
16a6eedf getOptimalBatchSize              1  14 src/utils/batch-processor.ts             72-86
9a2bc002 calculateFunctionBatchSize       1   8 src/utils/batch-processor.ts             91-99
f5e5cc12 processWithTransaction           3  13 src/utils/batch-processor.ts             118-141
4a7f2747 constructor                      1   1 src/utils/cli-utils.ts                   20-20
e04a275b error                            1   1 src/utils/cli-utils.ts                   22-28
07626f3b warn                             1   1 src/utils/cli-utils.ts                   30-36
a108efa0 info                             1   1 src/utils/cli-utils.ts                   38-44
8c1de2e2 success                          1   1 src/utils/cli-utils.ts                   46-52
45fc757c debug                            1   3 src/utils/cli-utils.ts                   54-60
468aa63d log                              1   1 src/utils/cli-utils.ts                   62-65
11c7d48e formatDetails                    1   6 src/utils/cli-utils.ts                   67-72
fb9fa60f constructor                      1   5 src/utils/cli-utils.ts                   81-85
5af8a6ab update                           1  13 src/utils/cli-utils.ts                   87-103
c7f6b699 finish                           1   3 src/utils/cli-utils.ts                   105-110
10d364b8 formatTable                      9  54 src/utils/cli-utils.ts                   116-186
3a58b79a prompt                           4  15 src/utils/cli-utils.ts                   191-207
52d88348 confirm                          4  19 src/utils/cli-utils.ts                   212-233
86b5233c select                           5  31 src/utils/cli-utils.ts                   238-271
f800a47b displayBanner                    1  12 src/utils/cli-utils.ts                   276-289
cebc6a81 formatHelp                       1  10 src/utils/cli-utils.ts                   294-303
be8d3780 exitWithError                    1   4 src/utils/cli-utils.ts                   308-311
801243ea setupErrorHandling               3  24 src/utils/cli-utils.ts                   316-344
342f89ba constructor                      1  10 src/utils/error-handler.ts               49-58
0087470e createError                      1  13 src/utils/error-handler.ts               60-75
92b72570 getErrorInfo                     1  60 src/utils/error-handler.ts               77-142
e996b634 handleError                      1  11 src/utils/error-handler.ts               144-158
553d4b89 logError                         1   1 src/utils/error-handler.ts               160-170
d45cde97 suggestRecovery                  1   3 src/utils/error-handler.ts               172-179
f79b8878 getExitCode                      1  24 src/utils/error-handler.ts               181-210
e52cf9f5 withRetry                        1   1 src/utils/error-handler.ts               212-241
e409fced wrapAsync                        4  15 src/utils/error-handler.ts               243-261
211f7ca2 safeOperation                    1   1 src/utils/error-handler.ts               263-281
19cc2980 createErrorHandler               1   3 src/utils/error-handler.ts               285-287
af59bf9e setupGlobalErrorHandlers         2  29 src/utils/error-handler.ts               290-320
94273da6 fileExists                       2   8 src/utils/file-utils.ts                  9-16
0f364510 ensureDir                        6  14 src/utils/file-utils.ts                  21-36
24763dc9 findFiles                        1  18 src/utils/file-utils.ts                  48-66
41deae6a walkDirectory                    3  13 src/utils/file-utils.ts                  68-81
5b80a43a processDirectoryEntries          5  18 src/utils/file-utils.ts                  83-102
2c5f85fc addFileIfMatches                 3   5 src/utils/file-utils.ts                  104-108
ff29d6dc shouldExclude                    3   9 src/utils/file-utils.ts                  113-123
c38aa358 formatFileSize                   3  10 src/utils/file-utils.ts                  128-139
c88f273b formatDuration                   4  15 src/utils/file-utils.ts                  144-161
720c6dc1 debounce                         1  10 src/utils/file-utils.ts                  166-176
34e52f35 throttle                         2  14 src/utils/file-utils.ts                  181-195
0f67dbd4 sleep                            1   3 src/utils/file-utils.ts                  200-202
2c6701cb retry                            4  30 src/utils/file-utils.ts                  207-241
19d507b2 percentage                       2   4 src/utils/file-utils.ts                  246-249
80d82016 clamp                            1   3 src/utils/file-utils.ts                  254-256
94bcca6b simpleHash                       2   9 src/utils/file-utils.ts                  261-269
7f9fa2a6 deepMerge                        3   9 src/utils/file-utils.ts                  274-284
97bf1e59 parseNumericCondition            4  13 src/utils/file-utils.ts                  289-309
2bfe4f73 parseRangeCondition              4   8 src/utils/file-utils.ts                  311-319
11972e53 parseInCondition                 3   8 src/utils/file-utils.ts                  321-329
4886c09d parseComparisonCondition         4  19 src/utils/file-utils.ts                  331-350
d21eac5a parseExactCondition              2   7 src/utils/file-utils.ts                  352-358
38bf2a26 findConnectedComponents          4  20 src/utils/graph-algorithms.ts            10-34
4830ef3b buildItemToGroupsMapping         2  16 src/utils/graph-algorithms.ts            39-56
bb2942a4 winnowHashes                    13  34 src/utils/hash-winnowing-utility.ts      10-59
b3235400 extractKGrams                    2   7 src/utils/hash-winnowing-utility.ts      64-70
0f7f5df8 constructor                      1   9 src/utils/quality-scorer-v16.ts          31-39
f35fdb27 calculateFunctionScore           1  38 src/utils/quality-scorer-v16.ts          44-87
ed140c37 calculateProjectScore            1   4 src/utils/quality-scorer-v16.ts          92-135
2ad455b8 calculateBaseScores              1  38 src/utils/quality-scorer-v16.ts          140-182
3fd17d8d convertEvaluationToScore         1  13 src/utils/quality-scorer-v16.ts          187-198
6455c49a calculateComponentAverages       1   7 src/utils/quality-scorer-v16.ts          203-227
00a1173a calculateProjectStatistics       1   1 src/utils/quality-scorer-v16.ts          232-273
ffdfcbec getTopProblematicFunctions       1   1 src/utils/quality-scorer-v16.ts          278-333
1f34481d generateRecommendations          2   5 src/utils/quality-scorer-v16.ts          338-424
71bac3ad scoreToGrade                     1   9 src/utils/quality-scorer-v16.ts          429-435
73ae21f0 getEmptyProjectScore             1  24 src/utils/quality-scorer-v16.ts          440-461
ed81ee9e getWeights                       1   5 src/utils/quality-scorer-v16.ts          466-468
8d212e8d updateWeights                    1   1 src/utils/quality-scorer-v16.ts          473-481
735dfc89 getThresholds                    1   5 src/utils/quality-scorer-v16.ts          486-488
dff38359 updateThresholds                 1   6 src/utils/quality-scorer-v16.ts          493-498
a26b9a7e validateThresholds               1   1 src/utils/quality-scorer-v16.ts          503-525
da9dfd2d calculateProjectScore            1  41 src/utils/quality-scorer.ts              22-67
93eedabc calculateComplexityScore         1   1 src/utils/quality-scorer.ts              69-86
b6a1691d calculateMaintainabilityScore    1   1 src/utils/quality-scorer.ts              88-99
3d0db137 calculateSizeScore               1   1 src/utils/quality-scorer.ts              101-116
fa3e35ab calculateCodeQualityScore        2   1 src/utils/quality-scorer.ts              118-136
608ca04e scoreToGrade                     1   7 src/utils/quality-scorer.ts              138-144
b31bae98 countHighRiskFunctions           6   6 src/utils/quality-scorer.ts              146-154
fdd91a36 getTopProblematicFunctions       1   7 src/utils/quality-scorer.ts              156-208
e51ef717 calculateProjectStatistics       1   1 src/utils/statistical-evaluator.ts       18-49
4741bace calculateMetricStatistics        1   1 src/utils/statistical-evaluator.ts       54-100
18593577 calculatePercentile              1  18 src/utils/statistical-evaluator.ts       105-124
3519e3b0 evaluateThreshold                1  27 src/utils/statistical-evaluator.ts       129-156
6faaff7d calculateStatisticalThreshold    1  23 src/utils/statistical-evaluator.ts       161-184
458bd88d getBaseline                      1  14 src/utils/statistical-evaluator.ts       189-200
f1439634 getPercentileValue               1  21 src/utils/statistical-evaluator.ts       205-226
f2420643 determineViolationLevel          1  12 src/utils/statistical-evaluator.ts       231-241
3f505fe8 validateStatisticalRequirements  2   1 src/utils/statistical-evaluator.ts       243-257
56959a90 checkThresholdViolations         1  20 src/utils/statistical-evaluator.ts       259-280
6fc323f5 createThresholdViolation         1  28 src/utils/statistical-evaluator.ts       285-313
42d60072 constructor                      1   3 src/utils/system-checker.ts              25-27
b27a6784 checkNodeVersion                 1   9 src/utils/system-checker.ts              29-37
40bc1e39 checkGitAvailable                1   8 src/utils/system-checker.ts              39-47
89b586df checkTypescriptProject           1   3 src/utils/system-checker.ts              49-51
9e3e0cab checkMemoryAvailable             1  11 src/utils/system-checker.ts              53-67
0b0a665a checkWritePermissions            1  10 src/utils/system-checker.ts              69-79
53317b2c getRequirements                  1   1 src/utils/system-checker.ts              81-114
62454904 checkSystem                      2   1 src/utils/system-checker.ts              116-149
d82f5cb3 reportSystemCheck                3   9 src/utils/system-checker.ts              151-173
7e412331 constructor                      1   3 src/utils/threshold-evaluator.ts         23-25
6323ab1c evaluateFunctionThresholds       1  20 src/utils/threshold-evaluator.ts         30-50
ca10b167 createMetricMappings             1  30 src/utils/threshold-evaluator.ts         55-82
d5f9ac42 evaluateSingleMetric             1  33 src/utils/threshold-evaluator.ts         87-121
baebdcf1 evaluateMultiLevelThreshold      1  28 src/utils/threshold-evaluator.ts         126-156
dbfc40a3 assessFunctionRisk               1   3 src/utils/threshold-evaluator.ts         161-193
47c0cfdf calculateRiskScore               1   4 src/utils/threshold-evaluator.ts         198-225
210332f3 determineRiskLevel               1   1 src/utils/threshold-evaluator.ts         230-259
1032ea6d evaluateRiskConditions           9  23 src/utils/threshold-evaluator.ts         264-295
3f5c6f94 generateProjectRiskAssessment    1   1 src/utils/threshold-evaluator.ts         300-335
5b1d833f evaluateInvertedMultiLevelTh...  1  38 src/utils/threshold-evaluator.ts         340-385
dde5f156 getDefaultRiskAssessmentConfig   1  11 src/utils/threshold-evaluator.ts         390-398
c68d13b8 getDefaultQualityThresholds      1  36 src/utils/threshold-evaluator.ts         403-436
7ed624f1 mergeWithDefaults                3   8 src/utils/threshold-evaluator.ts         441-468

Total: 898 functions
